age,job,marital,education,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
66.0,retired,married,professional.course,no,no,mar,tue,1,999,1,failure,-34.8,0.655,5008.7,yes
53.0,technician,married,high.school,yes,no,mar,tue,2,999,0,nonexistent,-34.8,0.655,5008.7,yes
27.0,unknown,single,university.degree,no,no,mar,tue,1,999,0,nonexistent,-34.8,0.655,5008.7,no
19.0,student,single,basic.6y,yes,no,mar,tue,1,5,2,success,-34.8,0.655,5008.7,yes
31.0,admin.,divorced,professional.course,yes,no,mar,tue,2,999,1,failure,-34.8,0.655,5008.7,yes
25.0,blue-collar,single,basic.6y,no,no,mar,tue,4,999,0,nonexistent,-34.8,0.655,5008.7,yes
35.0,services,single,high.school,yes,no,mar,tue,3,999,0,nonexistent,-34.8,0.655,5008.7,yes
30.0,technician,married,professional.course,yes,no,mar,tue,2,6,2,success,-34.8,0.655,5008.7,yes
33.0,admin.,married,university.degree,yes,no,mar,wed,3,4,1,success,-34.8,0.655,5008.7,yes
21.0,student,single,basic.9y,no,no,mar,wed,1,6,1,success,-34.8,0.655,5008.7,yes
38.0,blue-collar,single,high.school,no,no,mar,wed,1,999,1,failure,-34.8,0.655,5008.7,yes
38.0,blue-collar,single,high.school,yes,no,mar,wed,1,999,0,nonexistent,-34.8,0.655,5008.7,yes
24.0,admin.,single,university.degree,yes,no,mar,wed,2,999,1,failure,-34.8,0.655,5008.7,yes
38.0,blue-collar,single,high.school,yes,no,mar,wed,1,13,2,failure,-34.8,0.655,5008.7,yes
51.0,management,married,university.degree,no,no,mar,wed,1,999,0,nonexistent,-34.8,0.655,5008.7,no
37.0,admin.,single,high.school,no,no,mar,wed,2,4,2,success,-34.8,0.655,5008.7,yes
21.0,student,single,basic.9y,yes,no,mar,wed,2,999,1,failure,-34.8,0.655,5008.7,yes
36.0,admin.,married,high.school,yes,no,mar,wed,6,999,0,nonexistent,-34.8,0.655,5008.7,no
54.0,technician,single,university.degree,yes,no,mar,wed,3,999,0,nonexistent,-34.8,0.655,5008.7,no
36.0,management,single,university.degree,no,no,mar,wed,1,999,0,nonexistent,-34.8,0.655,5008.7,yes
34.0,technician,single,university.degree,yes,yes,mar,thu,3,3,2,success,-34.8,0.654,5008.7,yes
37.0,admin.,single,university.degree,yes,no,mar,thu,2,999,1,failure,-34.8,0.654,5008.7,no
34.0,technician,single,university.degree,yes,no,mar,thu,2,999,0,nonexistent,-34.8,0.654,5008.7,yes
52.0,services,married,high.school,yes,no,mar,thu,2,11,3,failure,-34.8,0.654,5008.7,yes
34.0,admin.,married,professional.course,no,yes,mar,thu,2,999,1,failure,-34.8,0.654,5008.7,no
34.0,technician,single,university.degree,no,no,mar,thu,1,999,2,failure,-34.8,0.654,5008.7,yes
36.0,management,married,university.degree,no,no,mar,thu,1,999,2,failure,-34.8,0.654,5008.7,yes
53.0,admin.,divorced,university.degree,no,no,mar,thu,1,999,0,nonexistent,-34.8,0.654,5008.7,yes
53.0,admin.,divorced,university.degree,yes,yes,mar,thu,1,999,1,failure,-34.8,0.654,5008.7,no
25.0,blue-collar,single,basic.9y,no,no,mar,thu,2,999,0,nonexistent,-34.8,0.654,5008.7,no
55.0,admin.,married,university.degree,yes,no,mar,thu,6,999,0,nonexistent,-34.8,0.654,5008.7,no
25.0,blue-collar,single,basic.9y,no,no,mar,thu,2,10,2,success,-34.8,0.654,5008.7,yes
66.0,retired,divorced,basic.4y,yes,no,mar,thu,4,999,2,failure,-34.8,0.654,5008.7,no
53.0,admin.,divorced,university.degree,yes,no,mar,thu,1,999,2,failure,-34.8,0.654,5008.7,no
34.0,admin.,married,professional.course,yes,no,mar,thu,3,999,1,failure,-34.8,0.654,5008.7,yes
25.0,student,single,university.degree,yes,no,mar,fri,3,999,1,failure,-34.8,0.653,5008.7,no
64.0,retired,married,university.degree,no,no,mar,fri,1,3,2,success,-34.8,0.653,5008.7,no
34.0,blue-collar,married,high.school,yes,no,mar,fri,1,999,0,nonexistent,-34.8,0.653,5008.7,yes
41.0,admin.,divorced,university.degree,yes,yes,mar,fri,1,999,0,nonexistent,-34.8,0.653,5008.7,yes
28.0,unemployed,married,high.school,no,no,mar,fri,4,6,1,success,-34.8,0.653,5008.7,yes
69.5,retired,married,professional.course,no,no,mar,fri,1,3,1,success,-34.8,0.653,5008.7,yes
33.0,entrepreneur,single,professional.course,yes,no,mar,fri,1,999,0,nonexistent,-34.8,0.653,5008.7,yes
69.5,retired,single,professional.course,no,no,mar,fri,6,7,2,success,-34.8,0.653,5008.7,no
38.0,technician,single,high.school,no,no,mar,fri,3,17,3,failure,-34.8,0.653,5008.7,no
31.0,technician,single,professional.course,no,no,mar,fri,2,999,0,nonexistent,-34.8,0.653,5008.7,no
34.0,technician,divorced,professional.course,no,no,mar,fri,1,999,1,failure,-34.8,0.653,5008.7,yes
69.5,retired,married,unknown,no,yes,mar,fri,2,999,0,nonexistent,-34.8,0.653,5008.7,yes
27.0,student,single,high.school,no,no,mar,fri,1,999,0,nonexistent,-34.8,0.653,5008.7,yes
22.0,student,single,basic.9y,no,no,mar,fri,1,999,1,failure,-34.8,0.653,5008.7,no
50.0,technician,married,university.degree,yes,no,mar,fri,1,999,0,nonexistent,-34.8,0.653,5008.7,yes
41.0,admin.,divorced,university.degree,no,no,mar,fri,1,999,0,nonexistent,-34.8,0.653,5008.7,yes
38.0,technician,single,high.school,yes,no,mar,fri,2,999,0,nonexistent,-34.8,0.653,5008.7,yes
41.0,admin.,divorced,university.degree,yes,no,mar,fri,2,6,3,success,-34.8,0.653,5008.7,yes
41.0,admin.,divorced,university.degree,yes,no,mar,fri,2,999,0,nonexistent,-34.8,0.653,5008.7,yes
43.0,self-employed,married,university.degree,yes,no,mar,mon,2,9,1,success,-34.8,0.652,5008.7,yes
59.0,management,married,basic.4y,yes,no,mar,mon,2,999,0,nonexistent,-34.8,0.652,5008.7,no
35.0,technician,single,professional.course,no,no,mar,mon,2,999,0,nonexistent,-34.8,0.652,5008.7,no
29.0,admin.,single,high.school,no,no,mar,mon,4,999,0,nonexistent,-34.8,0.652,5008.7,no
27.0,services,single,university.degree,yes,no,mar,mon,3,999,0,nonexistent,-34.8,0.652,5008.7,no
29.0,management,single,university.degree,yes,no,mar,mon,2,999,1,failure,-34.8,0.652,5008.7,no
69.5,retired,married,unknown,yes,no,mar,mon,1,999,0,nonexistent,-34.8,0.652,5008.7,yes
29.0,admin.,single,unknown,yes,no,mar,mon,1,999,0,nonexistent,-34.8,0.652,5008.7,yes
49.0,blue-collar,married,basic.9y,yes,no,mar,mon,4,999,1,failure,-34.8,0.652,5008.7,yes
49.0,blue-collar,married,basic.9y,no,no,mar,mon,3,7,2,success,-34.8,0.652,5008.7,no
27.0,services,single,university.degree,yes,no,mar,mon,1,6,1,success,-34.8,0.652,5008.7,yes
49.0,blue-collar,married,basic.9y,no,no,mar,mon,1,6,2,success,-34.8,0.652,5008.7,yes
59.0,blue-collar,married,basic.4y,yes,no,mar,mon,2,999,0,nonexistent,-34.8,0.652,5008.7,yes
33.0,self-employed,single,university.degree,yes,no,mar,mon,2,999,0,nonexistent,-34.8,0.652,5008.7,yes
36.0,admin.,single,university.degree,no,no,mar,mon,1,999,0,nonexistent,-34.8,0.652,5008.7,yes
49.0,blue-collar,married,basic.9y,no,no,mar,mon,1,3,1,success,-34.8,0.652,5008.7,yes
27.0,services,single,university.degree,no,no,mar,mon,6,999,1,failure,-34.8,0.652,5008.7,no
64.0,retired,married,university.degree,no,no,mar,tue,2,6,1,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,no,no,mar,tue,1,3,1,success,-34.8,0.652,5008.7,yes
42.0,blue-collar,married,basic.6y,yes,yes,mar,tue,1,7,3,failure,-34.8,0.652,5008.7,yes
34.0,admin.,single,high.school,no,no,mar,tue,1,6,2,success,-34.8,0.652,5008.7,yes
29.0,blue-collar,single,professional.course,yes,yes,mar,tue,1,999,0,nonexistent,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,yes,no,mar,tue,1,6,3,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,no,no,mar,tue,1,6,1,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,yes,yes,mar,tue,1,3,2,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,no,yes,mar,tue,1,999,0,nonexistent,-34.8,0.652,5008.7,yes
55.0,unemployed,divorced,university.degree,no,no,mar,tue,3,6,3,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,no,yes,mar,tue,1,11,1,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,no,yes,mar,tue,2,3,1,success,-34.8,0.652,5008.7,yes
64.0,retired,married,university.degree,no,no,mar,tue,2,5,1,success,-34.8,0.652,5008.7,yes
26.0,admin.,single,high.school,no,no,mar,tue,2,6,1,success,-34.8,0.652,5008.7,yes
34.0,admin.,single,university.degree,yes,no,mar,tue,2,999,0,nonexistent,-34.8,0.652,5008.7,no
34.0,admin.,single,university.degree,yes,yes,mar,tue,1,999,0,nonexistent,-34.8,0.652,5008.7,yes
38.0,blue-collar,single,high.school,no,no,mar,tue,3,6,2,success,-34.8,0.652,5008.7,yes
29.0,blue-collar,single,professional.course,no,yes,mar,tue,2,999,1,failure,-34.8,0.652,5008.7,yes
25.0,unemployed,married,high.school,yes,no,mar,wed,2,6,1,success,-34.8,0.651,5008.7,yes
43.0,self-employed,married,university.degree,yes,no,mar,wed,1,999,0,nonexistent,-34.8,0.651,5008.7,yes
35.0,technician,married,university.degree,yes,yes,mar,wed,1,999,1,failure,-34.8,0.651,5008.7,no
28.0,self-employed,single,university.degree,yes,yes,mar,wed,1,999,1,failure,-34.8,0.651,5008.7,no
28.0,self-employed,single,university.degree,yes,no,mar,wed,1,999,1,failure,-34.8,0.651,5008.7,no
31.0,technician,married,university.degree,no,no,mar,wed,4,999,0,nonexistent,-34.8,0.651,5008.7,no
55.0,admin.,married,high.school,yes,no,mar,wed,2,999,1,failure,-34.8,0.651,5008.7,yes
28.0,admin.,single,university.degree,yes,no,mar,thu,4,999,2,failure,-34.8,0.65,5008.7,yes
33.0,admin.,married,university.degree,no,yes,mar,thu,2,999,1,failure,-34.8,0.65,5008.7,no
27.0,technician,single,university.degree,yes,no,mar,thu,4,999,1,failure,-34.8,0.65,5008.7,no
39.0,admin.,divorced,university.degree,yes,no,mar,thu,1,13,1,success,-34.8,0.65,5008.7,no
46.0,admin.,married,university.degree,no,no,mar,thu,1,3,1,success,-34.8,0.65,5008.7,no
46.0,admin.,married,university.degree,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.65,5008.7,yes
38.0,services,married,high.school,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.65,5008.7,yes
53.0,admin.,divorced,university.degree,yes,no,mar,thu,1,999,1,failure,-34.8,0.65,5008.7,no
35.0,technician,married,professional.course,no,no,mar,thu,2,6,1,success,-34.8,0.65,5008.7,no
33.0,admin.,married,university.degree,yes,no,mar,thu,1,3,1,success,-34.8,0.65,5008.7,no
31.0,admin.,single,university.degree,no,no,mar,thu,2,999,0,nonexistent,-34.8,0.65,5008.7,no
31.0,self-employed,married,professional.course,yes,no,mar,thu,4,999,3,failure,-34.8,0.65,5008.7,yes
28.0,services,single,professional.course,yes,no,mar,fri,3,999,1,failure,-34.8,0.649,5008.7,no
61.0,self-employed,divorced,university.degree,no,no,mar,fri,2,999,1,failure,-34.8,0.649,5008.7,no
33.0,admin.,married,university.degree,no,no,mar,fri,2,999,1,failure,-34.8,0.649,5008.7,no
23.0,student,single,high.school,no,no,mar,fri,1,3,1,success,-34.8,0.649,5008.7,yes
38.0,housemaid,single,high.school,yes,no,mar,fri,1,10,1,success,-34.8,0.649,5008.7,yes
33.0,admin.,married,university.degree,no,no,mar,fri,2,999,3,failure,-34.8,0.649,5008.7,no
26.0,student,single,high.school,no,no,mar,fri,1,6,3,success,-34.8,0.649,5008.7,yes
27.0,services,single,university.degree,no,no,mar,fri,1,999,0,nonexistent,-34.8,0.649,5008.7,yes
27.0,services,single,university.degree,yes,no,mar,fri,3,999,1,failure,-34.8,0.649,5008.7,yes
69.5,retired,married,basic.4y,no,no,mar,fri,3,6,4,success,-34.8,0.649,5008.7,yes
62.0,technician,married,unknown,no,no,mar,mon,2,3,2,success,-34.8,0.646,5008.7,yes
58.0,retired,married,university.degree,yes,no,mar,mon,2,999,1,failure,-34.8,0.646,5008.7,no
69.5,retired,married,basic.4y,yes,no,mar,mon,2,999,1,failure,-34.8,0.646,5008.7,no
53.0,technician,married,professional.course,no,no,mar,mon,4,999,0,nonexistent,-34.8,0.646,5008.7,no
30.0,management,married,university.degree,yes,no,mar,mon,3,999,0,nonexistent,-34.8,0.646,5008.7,no
29.0,admin.,single,high.school,yes,yes,mar,mon,1,999,0,nonexistent,-34.8,0.646,5008.7,yes
62.0,technician,married,unknown,yes,no,mar,mon,1,6,1,success,-34.8,0.646,5008.7,yes
48.0,unemployed,married,university.degree,no,yes,mar,mon,1,999,1,failure,-34.8,0.646,5008.7,no
53.0,technician,married,professional.course,yes,no,mar,mon,5,999,2,failure,-34.8,0.646,5008.7,no
53.0,technician,married,professional.course,yes,yes,mar,mon,1,999,1,failure,-34.8,0.646,5008.7,no
33.0,admin.,single,university.degree,no,no,mar,mon,1,6,2,success,-34.8,0.646,5008.7,yes
58.0,admin.,married,university.degree,yes,no,mar,mon,5,999,2,failure,-34.8,0.646,5008.7,no
62.0,technician,married,unknown,no,no,mar,mon,3,6,1,success,-34.8,0.646,5008.7,no
69.5,retired,married,professional.course,yes,no,mar,mon,2,999,0,nonexistent,-34.8,0.646,5008.7,yes
29.0,admin.,single,university.degree,no,no,mar,mon,2,999,0,nonexistent,-34.8,0.646,5008.7,no
31.0,admin.,married,professional.course,no,no,mar,mon,2,999,0,nonexistent,-34.8,0.646,5008.7,yes
62.0,technician,married,unknown,no,no,mar,mon,2,999,0,nonexistent,-34.8,0.646,5008.7,no
30.0,self-employed,married,university.degree,yes,no,mar,mon,6,999,0,nonexistent,-34.8,0.646,5008.7,yes
30.0,unemployed,single,professional.course,yes,no,mar,mon,1,999,0,nonexistent,-34.8,0.646,5008.7,no
34.0,technician,married,professional.course,no,no,mar,mon,6,6,1,success,-34.8,0.646,5008.7,yes
48.0,unemployed,married,university.degree,yes,no,mar,mon,2,999,0,nonexistent,-34.8,0.646,5008.7,no
29.0,admin.,single,university.degree,yes,no,mar,mon,1,3,3,success,-34.8,0.646,5008.7,yes
34.0,technician,married,professional.course,yes,no,mar,mon,1,6,1,success,-34.8,0.646,5008.7,no
65.0,retired,married,basic.4y,yes,no,mar,tue,1,999,0,nonexistent,-34.8,0.646,5008.7,no
31.0,unemployed,single,university.degree,yes,no,mar,tue,1,10,1,success,-34.8,0.646,5008.7,yes
47.0,self-employed,divorced,university.degree,no,no,mar,tue,1,999,0,nonexistent,-34.8,0.646,5008.7,yes
48.0,unemployed,married,university.degree,yes,no,mar,tue,1,999,2,failure,-34.8,0.646,5008.7,yes
33.0,technician,single,professional.course,yes,no,mar,tue,1,999,0,nonexistent,-34.8,0.646,5008.7,yes
52.0,admin.,married,university.degree,yes,no,mar,tue,1,999,1,failure,-34.8,0.646,5008.7,no
46.0,unemployed,single,university.degree,no,no,mar,tue,1,10,2,success,-34.8,0.646,5008.7,yes
31.0,admin.,single,university.degree,yes,no,mar,tue,1,3,2,success,-34.8,0.646,5008.7,yes
33.0,technician,single,professional.course,yes,no,mar,tue,2,999,0,nonexistent,-34.8,0.646,5008.7,no
27.0,services,single,high.school,yes,yes,mar,tue,1,9,2,failure,-34.8,0.646,5008.7,no
52.0,admin.,married,university.degree,no,no,mar,tue,1,6,2,success,-34.8,0.646,5008.7,yes
66.0,retired,married,high.school,no,no,mar,tue,1,999,0,nonexistent,-34.8,0.646,5008.7,no
30.0,technician,single,university.degree,unknown,unknown,mar,tue,3,999,0,nonexistent,-34.8,0.646,5008.7,no
66.0,retired,married,high.school,unknown,unknown,mar,tue,3,999,1,failure,-34.8,0.646,5008.7,yes
23.0,student,single,high.school,no,no,mar,wed,1,999,0,nonexistent,-34.8,0.644,5008.7,yes
33.0,self-employed,married,university.degree,yes,no,mar,wed,1,11,1,success,-34.8,0.644,5008.7,no
37.0,technician,married,professional.course,yes,yes,mar,wed,1,9,1,success,-34.8,0.644,5008.7,no
56.0,retired,married,basic.4y,no,no,mar,wed,2,9,2,failure,-34.8,0.644,5008.7,no
59.0,admin.,married,university.degree,yes,no,mar,wed,6,999,0,nonexistent,-34.8,0.644,5008.7,no
52.0,technician,married,basic.9y,no,no,mar,wed,3,999,0,nonexistent,-34.8,0.644,5008.7,yes
53.0,blue-collar,single,basic.9y,unknown,unknown,mar,thu,1,9,2,success,-34.8,0.643,5008.7,yes
53.0,technician,married,unknown,no,no,mar,thu,1,999,1,failure,-34.8,0.643,5008.7,no
26.0,admin.,married,unknown,no,no,mar,thu,1,999,1,failure,-34.8,0.643,5008.7,no
28.0,admin.,single,university.degree,yes,no,mar,thu,1,9,1,success,-34.8,0.643,5008.7,no
28.0,admin.,single,university.degree,no,no,mar,thu,1,999,0,nonexistent,-34.8,0.643,5008.7,yes
28.0,admin.,single,university.degree,no,no,mar,thu,1,999,0,nonexistent,-34.8,0.643,5008.7,no
47.0,services,single,unknown,unknown,unknown,mar,thu,2,999,0,nonexistent,-34.8,0.643,5008.7,no
38.0,admin.,single,university.degree,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.643,5008.7,yes
43.0,admin.,married,high.school,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.643,5008.7,yes
34.0,admin.,single,university.degree,yes,no,mar,thu,2,6,3,success,-34.8,0.643,5008.7,yes
29.0,technician,single,professional.course,yes,yes,mar,thu,2,13,1,success,-34.8,0.643,5008.7,yes
24.0,technician,single,professional.course,yes,no,mar,thu,3,999,0,nonexistent,-34.8,0.643,5008.7,no
50.0,management,married,university.degree,yes,no,mar,thu,2,999,0,nonexistent,-34.8,0.643,5008.7,no
39.0,admin.,divorced,professional.course,no,no,mar,thu,4,999,1,failure,-34.8,0.643,5008.7,yes
69.5,retired,married,basic.9y,no,no,mar,mon,2,999,1,failure,-34.8,0.639,5008.7,yes
59.0,unemployed,married,basic.9y,yes,no,mar,mon,2,999,0,nonexistent,-34.8,0.639,5008.7,yes
27.0,admin.,single,unknown,yes,no,mar,mon,3,6,2,success,-34.8,0.639,5008.7,yes
30.0,technician,unknown,university.degree,no,no,mar,mon,2,11,2,success,-34.8,0.639,5008.7,yes
30.0,technician,unknown,university.degree,no,no,mar,mon,2,6,2,success,-34.8,0.639,5008.7,yes
29.0,admin.,single,university.degree,yes,no,mar,mon,1,999,0,nonexistent,-34.8,0.639,5008.7,yes
38.0,student,single,unknown,no,yes,mar,mon,1,3,4,success,-34.8,0.639,5008.7,yes
38.0,student,single,unknown,yes,no,mar,mon,1,11,1,success,-34.8,0.639,5008.7,no
38.0,student,single,unknown,no,no,mar,mon,6,999,0,nonexistent,-34.8,0.639,5008.7,no
39.0,technician,divorced,high.school,no,no,mar,mon,1,12,2,success,-34.8,0.639,5008.7,yes
39.0,technician,divorced,high.school,no,no,mar,mon,1,3,1,success,-34.8,0.639,5008.7,yes
36.0,blue-collar,divorced,high.school,no,no,mar,mon,2,999,1,failure,-34.8,0.639,5008.7,no
69.5,retired,married,unknown,no,no,mar,mon,2,7,2,success,-34.8,0.639,5008.7,no
69.5,retired,married,basic.9y,no,no,mar,mon,2,999,0,nonexistent,-34.8,0.639,5008.7,no
27.0,admin.,single,unknown,no,no,mar,mon,1,999,3,failure,-34.8,0.639,5008.7,yes
30.0,student,single,unknown,no,yes,mar,tue,1,3,2,success,-34.8,0.637,5008.7,yes
37.0,blue-collar,married,basic.9y,yes,no,mar,tue,1,999,1,failure,-34.8,0.637,5008.7,no
30.0,student,single,unknown,yes,no,mar,tue,1,9,1,success,-34.8,0.637,5008.7,yes
27.0,admin.,single,university.degree,no,no,mar,tue,1,999,0,nonexistent,-34.8,0.637,5008.7,yes
27.0,admin.,single,unknown,no,no,mar,tue,1,3,1,success,-34.8,0.637,5008.7,yes
27.0,admin.,single,university.degree,no,no,mar,tue,2,999,0,nonexistent,-34.8,0.637,5008.7,yes
30.0,student,single,unknown,no,no,mar,thu,1,14,1,success,-34.8,0.635,5008.7,yes
30.0,student,single,unknown,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.635,5008.7,yes
69.5,retired,married,basic.4y,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.635,5008.7,yes
28.0,blue-collar,single,high.school,no,no,mar,thu,1,999,0,nonexistent,-34.8,0.635,5008.7,no
41.0,technician,divorced,university.degree,no,no,mar,thu,1,6,1,success,-34.8,0.635,5008.7,yes
33.0,admin.,single,unknown,no,no,mar,thu,3,999,1,failure,-34.8,0.635,5008.7,no
28.0,admin.,single,university.degree,no,no,mar,thu,1,999,0,nonexistent,-34.8,0.635,5008.7,no
36.0,admin.,single,unknown,yes,no,mar,thu,1,999,0,nonexistent,-34.8,0.635,5008.7,no
69.5,retired,married,unknown,no,no,mar,thu,1,6,2,success,-34.8,0.635,5008.7,yes
66.0,housemaid,divorced,basic.4y,yes,no,mar,thu,1,3,2,success,-34.8,0.635,5008.7,yes
34.0,blue-collar,single,unknown,no,no,mar,fri,2,999,0,nonexistent,-34.8,0.636,5008.7,no
57.0,blue-collar,married,basic.9y,no,no,mar,fri,2,999,0,nonexistent,-34.8,0.636,5008.7,no
65.0,housemaid,divorced,basic.4y,no,no,mar,fri,3,999,0,nonexistent,-34.8,0.636,5008.7,yes
33.0,services,single,high.school,yes,no,mar,fri,2,6,1,success,-34.8,0.636,5008.7,no
59.0,services,single,high.school,yes,no,mar,fri,2,999,0,nonexistent,-34.8,0.636,5008.7,no
34.0,blue-collar,single,unknown,yes,no,mar,fri,1,999,1,failure,-34.8,0.636,5008.7,yes
26.0,admin.,single,high.school,yes,no,mar,fri,1,999,0,nonexistent,-34.8,0.636,5008.7,no
27.0,self-employed,single,university.degree,no,no,mar,fri,1,999,0,nonexistent,-34.8,0.636,5008.7,yes
26.0,admin.,single,university.degree,no,no,mar,fri,1,7,4,failure,-34.8,0.636,5008.7,no
34.0,admin.,divorced,high.school,no,no,mar,fri,1,999,0,nonexistent,-34.8,0.636,5008.7,no
69.5,retired,married,basic.4y,yes,no,mar,fri,1,999,0,nonexistent,-34.8,0.636,5008.7,no
28.0,admin.,single,university.degree,no,no,mar,fri,2,999,1,failure,-34.8,0.636,5008.7,no
51.0,admin.,married,university.degree,yes,yes,mar,fri,3,999,1,failure,-34.8,0.636,5008.7,no
57.0,blue-collar,married,basic.9y,no,no,mar,fri,1,999,0,nonexistent,-34.8,0.636,5008.7,no
58.0,services,married,high.school,no,no,mar,mon,2,3,1,success,-34.8,0.635,5008.7,yes
58.0,services,married,high.school,no,no,mar,mon,2,999,2,failure,-34.8,0.635,5008.7,no
58.0,services,married,high.school,yes,no,mar,mon,3,999,2,failure,-34.8,0.635,5008.7,no
58.0,services,married,high.school,yes,no,mar,mon,5,999,1,failure,-34.8,0.635,5008.7,no
58.0,services,married,high.school,no,no,mar,mon,1,999,2,failure,-34.8,0.635,5008.7,no
36.0,admin.,single,university.degree,yes,no,mar,mon,2,999,4,failure,-34.8,0.635,5008.7,no
57.0,management,married,university.degree,no,no,mar,mon,2,999,0,nonexistent,-34.8,0.635,5008.7,yes
62.0,blue-collar,married,unknown,no,no,mar,mon,2,999,2,failure,-34.8,0.635,5008.7,no
58.0,services,married,high.school,yes,no,mar,mon,4,999,0,nonexistent,-34.8,0.635,5008.7,no
20.0,services,single,unknown,no,no,mar,mon,3,3,3,success,-34.8,0.635,5008.7,no
58.0,services,married,high.school,yes,no,mar,mon,4,999,0,nonexistent,-34.8,0.635,5008.7,no
35.0,blue-collar,married,basic.4y,no,no,mar,mon,3,999,1,failure,-34.8,0.635,5008.7,yes
49.0,technician,divorced,professional.course,yes,no,mar,tue,2,999,1,failure,-34.8,0.635,5008.7,no
69.5,retired,married,basic.4y,yes,no,mar,tue,2,999,2,failure,-34.8,0.635,5008.7,no
68.0,retired,divorced,basic.4y,yes,no,mar,tue,2,11,1,success,-34.8,0.635,5008.7,yes
59.0,admin.,divorced,university.degree,yes,no,mar,tue,1,999,0,nonexistent,-34.8,0.635,5008.7,yes
27.0,admin.,single,university.degree,yes,no,mar,tue,1,999,1,failure,-34.8,0.635,5008.7,yes
47.0,self-employed,married,professional.course,yes,no,mar,tue,1,999,0,nonexistent,-34.8,0.635,5008.7,yes
34.0,management,married,university.degree,unknown,unknown,mar,tue,4,999,0,nonexistent,-34.8,0.635,5008.7,no
27.0,admin.,single,university.degree,yes,no,mar,tue,1,999,2,failure,-34.8,0.635,5008.7,no
27.0,admin.,single,university.degree,no,no,mar,tue,4,999,0,nonexistent,-34.8,0.635,5008.7,yes
49.0,technician,divorced,professional.course,yes,no,mar,tue,4,3,1,success,-34.8,0.635,5008.7,yes
64.0,retired,married,basic.4y,yes,no,mar,wed,2,999,0,nonexistent,-34.8,0.634,5008.7,yes
56.0,unemployed,divorced,basic.4y,no,no,mar,wed,1,999,0,nonexistent,-34.8,0.634,5008.7,yes
56.0,unemployed,divorced,basic.4y,yes,no,mar,wed,1,999,1,failure,-34.8,0.634,5008.7,yes
56.0,admin.,single,university.degree,no,no,mar,wed,1,5,1,success,-34.8,0.634,5008.7,yes
56.0,admin.,single,university.degree,yes,no,mar,wed,1,999,1,failure,-34.8,0.634,5008.7,yes
56.0,admin.,single,university.degree,yes,no,mar,wed,1,999,1,failure,-34.8,0.634,5008.7,no
27.0,admin.,single,university.degree,yes,no,mar,wed,1,6,2,success,-34.8,0.634,5008.7,yes
32.0,management,married,university.degree,yes,no,mar,wed,1,999,0,nonexistent,-34.8,0.634,5008.7,no
60.0,housemaid,married,basic.4y,yes,yes,apr,thu,1,12,1,success,-34.6,0.635,5008.7,yes
56.0,admin.,single,university.degree,no,yes,apr,thu,1,999,1,failure,-34.6,0.635,5008.7,no
33.0,admin.,single,university.degree,yes,no,apr,thu,1,7,2,success,-34.6,0.635,5008.7,yes
27.0,student,single,unknown,yes,no,apr,thu,1,4,1,success,-34.6,0.635,5008.7,yes
41.0,admin.,divorced,high.school,no,no,apr,thu,2,999,0,nonexistent,-34.6,0.635,5008.7,yes
27.0,student,single,unknown,yes,no,apr,thu,1,999,1,failure,-34.6,0.635,5008.7,no
35.0,admin.,divorced,high.school,yes,no,apr,thu,3,999,1,failure,-34.6,0.635,5008.7,yes
27.0,student,single,unknown,no,no,apr,thu,1,999,0,nonexistent,-34.6,0.635,5008.7,no
69.5,retired,divorced,basic.4y,no,no,apr,thu,2,999,2,failure,-34.6,0.635,5008.7,no
32.0,admin.,single,university.degree,yes,no,apr,thu,2,999,0,nonexistent,-34.6,0.635,5008.7,yes
35.0,admin.,divorced,high.school,yes,yes,apr,thu,1,999,0,nonexistent,-34.6,0.635,5008.7,yes
33.0,admin.,single,university.degree,yes,no,apr,tue,3,999,0,nonexistent,-34.6,0.638,5008.7,yes
27.0,technician,single,professional.course,no,no,apr,tue,3,999,1,failure,-34.6,0.638,5008.7,no
46.0,technician,married,professional.course,no,yes,apr,tue,1,5,2,success,-34.6,0.638,5008.7,yes
27.0,admin.,single,university.degree,no,no,apr,tue,1,12,1,success,-34.6,0.638,5008.7,yes
61.0,admin.,married,high.school,yes,no,apr,tue,1,999,1,failure,-34.6,0.638,5008.7,yes
69.5,retired,married,basic.4y,no,no,apr,tue,4,999,1,failure,-34.6,0.638,5008.7,no
69.5,housemaid,divorced,basic.4y,unknown,unknown,apr,tue,6,999,0,nonexistent,-34.6,0.638,5008.7,yes
